sample_id,label,status,credibility_status,urgency_status,emotion_status,D0_length,D1_length,D2_length,D3_length
333,fraud,full_success,success,success,success,361.0,721.0,897.0,1167.0
334,fraud,full_success,success,success,success,368.0,549.0,872.0,1187.0
335,fraud,full_success,success,success,success,383.0,570.0,814.0,1168.0
336,fraud,full_success,success,success,success,315.0,431.0,632.0,905.0
337,fraud,full_success,success,success,success,393.0,500.0,696.0,924.0
338,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,499.0,499.0,499.0,499.0
339,fraud,full_success,success,success,success,421.0,554.0,750.0,1142.0
340,fraud,full_success,success,success,success,342.0,504.0,555.0,698.0
341,fraud,full_success,success,success,success,305.0,539.0,698.0,978.0
342,fraud,full_success,success,success,success,388.0,571.0,773.0,1109.0
343,fraud,full_success,success,success,success,360.0,372.0,556.0,911.0
344,fraud,full_success,success,success,success,312.0,468.0,617.0,832.0
345,fraud,full_success,success,success,success,416.0,623.0,861.0,1438.0
346,fraud,full_success,success,success,success,519.0,611.0,814.0,1049.0
347,fraud,full_success,success,success,success,374.0,419.0,604.0,865.0
348,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,462.0,462.0,462.0,462.0
349,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,325.0,325.0,325.0,325.0
350,fraud,full_success,success,success,success,346.0,423.0,526.0,926.0
351,fraud,full_success,success,success,success,363.0,613.0,899.0,1360.0
352,fraud,full_success,success,success,success,389.0,545.0,684.0,938.0
353,fraud,full_success,success,success,success,340.0,412.0,569.0,792.0
354,fraud,full_success,success,success,success,334.0,485.0,728.0,1050.0
355,fraud,full_success,success,success,success,332.0,376.0,528.0,678.0
356,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,309.0,309.0,309.0,309.0
357,fraud,full_success,success,success,success,341.0,410.0,558.0,803.0
358,fraud,full_success,success,success,success,445.0,698.0,931.0,1196.0
359,fraud,full_success,success,success,success,320.0,500.0,689.0,962.0
360,fraud,full_success,success,success,success,314.0,491.0,620.0,876.0
361,fraud,full_success,success,success,success,325.0,532.0,726.0,1138.0
362,fraud,full_success,success,success,success,488.0,794.0,1058.0,1178.0
363,fraud,full_success,success,success,success,355.0,402.0,596.0,914.0
364,fraud,full_success,success,success,success,370.0,767.0,1025.0,1387.0
365,fraud,full_success,success,success,success,342.0,422.0,569.0,847.0
366,fraud,full_success,success,success,success,381.0,469.0,601.0,898.0
367,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,242.0,242.0,242.0,242.0
368,fraud,full_success,success,success,success,323.0,484.0,631.0,1007.0
369,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,315.0,315.0,315.0,315.0
370,fraud,full_success,success,success,success,373.0,579.0,879.0,1155.0
371,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,440.0,440.0,440.0,440.0
372,fraud,full_success,success,success,success,430.0,575.0,825.0,1199.0
373,fraud,full_success,success,success,success,381.0,546.0,768.0,1058.0
374,fraud,full_success,success,success,success,340.0,619.0,871.0,1217.0
375,fraud,full_success,success,success,success,383.0,714.0,852.0,889.0
376,fraud,full_success,success,success,success,446.0,497.0,638.0,900.0
377,fraud,full_success,success,success,success,395.0,533.0,695.0,994.0
378,fraud,full_success,success,success,success,492.0,735.0,1019.0,1395.0
379,fraud,full_success,success,success,success,387.0,582.0,851.0,1206.0
380,fraud,full_success,success,success,success,420.0,673.0,894.0,1350.0
381,fraud,full_success,success,success,success,415.0,768.0,997.0,1350.0
382,fraud,full_success,success,success,success,341.0,449.0,658.0,988.0
383,fraud,full_success,success,success,success,273.0,431.0,623.0,953.0
384,fraud,full_success,success,success,success,416.0,501.0,692.0,978.0
385,fraud,full_success,success,success,success,320.0,390.0,585.0,744.0
386,fraud,full_success,success,success,success,384.0,587.0,793.0,1070.0
387,fraud,full_success,success,success,success,434.0,720.0,1007.0,1299.0
388,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,291.0,291.0,291.0,291.0
389,fraud,full_success,success,success,success,527.0,603.0,825.0,1209.0
390,fraud,full_success,success,success,success,343.0,552.0,715.0,1067.0
391,fraud,full_success,success,success,success,408.0,528.0,746.0,1013.0
392,fraud,full_success,success,success,success,454.0,549.0,983.0,1605.0
393,fraud,full_success,success,success,success,379.0,531.0,632.0,836.0
394,fraud,full_success,success,success,success,547.0,745.0,996.0,1324.0
395,fraud,full_success,success,success,success,255.0,449.0,634.0,764.0
396,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,332.0,332.0,332.0,332.0
397,fraud,full_success,success,success,success,464.0,555.0,833.0,1117.0
398,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,290.0,290.0,290.0,290.0
399,fraud,full_success,success,success,success,344.0,616.0,774.0,958.0
400,fraud,full_success,success,success,success,376.0,593.0,812.0,898.0
401,fraud,full_success,success,success,success,336.0,470.0,714.0,1065.0
402,fraud,full_success,success,success,success,328.0,419.0,608.0,830.0
403,fraud,full_success,success,success,success,341.0,529.0,707.0,972.0
404,fraud,full_success,success,success,success,481.0,835.0,1154.0,1416.0
405,fraud,full_success,success,success,success,439.0,532.0,736.0,986.0
406,fraud,full_success,success,success,success,357.0,437.0,619.0,819.0
407,fraud,full_success,success,success,success,337.0,548.0,723.0,1011.0
408,fraud,full_success,success,success,success,470.0,533.0,685.0,974.0
409,fraud,full_success,success,success,success,383.0,841.0,1034.0,1130.0
410,fraud,full_success,success,success,success,375.0,586.0,848.0,1051.0
411,fraud,full_success,success,success,success,294.0,386.0,550.0,831.0
412,fraud,full_success,success,success,success,333.0,547.0,756.0,1106.0
413,fraud,full_success,success,success,success,374.0,560.0,776.0,938.0
414,fraud,full_success,success,success,success,293.0,428.0,558.0,776.0
415,fraud,full_success,success,success,success,338.0,529.0,725.0,1043.0
416,fraud,full_success,success,success,success,525.0,581.0,776.0,940.0
417,fraud,full_success,success,success,success,389.0,460.0,662.0,802.0
418,fraud,full_success,success,success,success,312.0,520.0,722.0,946.0
419,fraud,full_success,success,success,success,286.0,497.0,612.0,779.0
420,fraud,full_success,success,success,success,366.0,535.0,744.0,1090.0
421,fraud,full_success,success,success,success,283.0,334.0,532.0,757.0
422,fraud,full_success,success,success,success,362.0,543.0,726.0,974.0
423,fraud,full_success,success,success,success,347.0,573.0,749.0,1017.0
424,fraud,full_success,success,success,success,299.0,460.0,682.0,1048.0
425,fraud,full_success,success,success,success,442.0,564.0,815.0,1289.0
426,fraud,full_success,success,success,success,295.0,437.0,584.0,854.0
427,fraud,full_success,success,success,success,392.0,531.0,782.0,1120.0
428,fraud,full_success,success,success,success,286.0,382.0,580.0,730.0
429,fraud,full_success,success,success,success,302.0,514.0,728.0,954.0
430,fraud,full_success,success,success,success,373.0,427.0,610.0,968.0
431,fraud,full_success,success,success,success,412.0,636.0,878.0,1152.0
432,fraud,full_success,success,success,success,362.0,413.0,524.0,680.0
433,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,308.0,308.0,308.0,308.0
434,fraud,full_success,success,success,success,402.0,529.0,713.0,1039.0
435,fraud,full_success,success,success,success,370.0,549.0,794.0,1228.0
436,fraud,full_success,success,success,success,360.0,489.0,663.0,947.0
437,fraud,full_success,success,success,success,328.0,471.0,650.0,944.0
438,fraud,full_success,success,success,success,485.0,760.0,974.0,1265.0
439,fraud,full_success,success,success,success,290.0,368.0,539.0,773.0
440,fraud,full_success,success,success,success,355.0,476.0,619.0,880.0
441,fraud,full_success,success,success,success,470.0,608.0,894.0,1442.0
442,fraud,full_success,success,success,success,366.0,525.0,761.0,1034.0
443,fraud,full_success,success,success,success,307.0,451.0,613.0,848.0
444,fraud,full_success,success,success,success,343.0,606.0,796.0,1036.0
445,fraud,full_success,success,success,success,364.0,581.0,753.0,1129.0
446,fraud,full_success,success,success,success,344.0,533.0,749.0,1062.0
447,fraud,full_success,success,success,success,345.0,470.0,605.0,886.0
448,fraud,full_success,success,success,success,279.0,474.0,563.0,775.0
449,fraud,full_success,success,success,success,340.0,377.0,530.0,711.0
450,fraud,full_success,success,success,success,377.0,470.0,668.0,1105.0
451,fraud,full_success,success,success,success,429.0,627.0,841.0,1074.0
452,fraud,full_success,success,success,success,315.0,552.0,716.0,969.0
453,fraud,full_success,success,success,success,368.0,623.0,820.0,1011.0
454,fraud,full_success,success,success,success,425.0,502.0,710.0,1122.0
455,fraud,full_success,success,success,success,371.0,482.0,700.0,1025.0
456,fraud,full_success,success,success,success,331.0,498.0,684.0,1175.0
457,fraud,full_success,success,success,success,250.0,477.0,680.0,968.0
458,fraud,full_success,success,success,success,344.0,418.0,532.0,782.0
459,fraud,full_success,success,success,success,369.0,566.0,712.0,926.0
460,fraud,full_success,success,success,success,337.0,549.0,804.0,1159.0
461,fraud,full_success,success,success,success,387.0,451.0,646.0,957.0
462,fraud,full_success,success,success,success,348.0,385.0,505.0,698.0
463,fraud,full_success,success,success,success,372.0,524.0,749.0,962.0
464,fraud,full_success,success,success,success,408.0,603.0,766.0,1205.0
465,fraud,full_success,success,success,success,358.0,712.0,1010.0,1417.0
466,fraud,full_success,success,success,success,330.0,453.0,646.0,899.0
467,fraud,full_success,success,success,success,355.0,619.0,814.0,1134.0
468,fraud,full_success,success,success,success,366.0,684.0,923.0,1220.0
469,fraud,full_success,success,success,success,292.0,356.0,493.0,703.0
470,fraud,full_success,success,success,success,362.0,717.0,866.0,1159.0
471,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,350.0,350.0,350.0,350.0
472,fraud,full_success,success,success,success,365.0,568.0,760.0,1111.0
473,fraud,full_success,success,success,success,428.0,536.0,763.0,1005.0
474,fraud,full_success,success,success,success,344.0,569.0,726.0,942.0
475,fraud,full_success,success,success,success,318.0,462.0,663.0,895.0
476,fraud,full_success,success,success,success,557.0,667.0,1016.0,1372.0
477,fraud,partial_or_fallback,failed: 质量检查失败：第 3 个 left 发言出现元说明词：测试,skipped_due_to_D1_failure,skipped_due_to_previous_failure,322.0,322.0,322.0,322.0
478,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,296.0,296.0,296.0,296.0
479,fraud,full_success,success,success,success,348.0,520.0,696.0,862.0
480,fraud,full_success,success,success,success,341.0,473.0,624.0,853.0
481,fraud,full_success,success,success,success,429.0,598.0,900.0,1139.0
482,fraud,full_success,success,success,success,339.0,474.0,688.0,907.0
483,fraud,full_success,success,success,success,338.0,376.0,622.0,1002.0
484,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,473.0,473.0,473.0,473.0
485,fraud,full_success,success,success,success,410.0,644.0,841.0,1071.0
486,fraud,full_success,success,success,success,301.0,437.0,660.0,960.0
487,fraud,full_success,success,success,success,307.0,505.0,620.0,779.0
488,fraud,full_success,success,success,success,374.0,519.0,806.0,1198.0
489,fraud,full_success,success,success,success,340.0,502.0,706.0,962.0
490,fraud,full_success,success,success,success,396.0,602.0,830.0,1346.0
491,fraud,full_success,success,success,success,423.0,526.0,731.0,1034.0
492,fraud,full_success,success,success,success,315.0,422.0,642.0,897.0
493,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 10，返回 9,skipped_due_to_D1_failure,skipped_due_to_previous_failure,409.0,409.0,409.0,409.0
494,fraud,full_success,success,success,success,429.0,511.0,682.0,1004.0
495,fraud,full_success,success,success,success,318.0,501.0,667.0,896.0
496,fraud,full_success,success,success,success,433.0,714.0,936.0,1202.0
497,fraud,full_success,success,success,success,299.0,478.0,595.0,909.0
498,fraud,full_success,success,success,success,414.0,486.0,719.0,996.0
499,fraud,full_success,success,success,success,382.0,685.0,964.0,1252.0
500,fraud,partial_or_fallback,failed: 质量检查失败：第 3 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,414.0,414.0,414.0,414.0
501,fraud,full_success,success,success,success,353.0,498.0,683.0,1022.0
502,fraud,full_success,success,success,success,338.0,600.0,727.0,1035.0
503,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 11，返回 12,skipped_due_to_D1_failure,skipped_due_to_previous_failure,325.0,325.0,325.0,325.0
504,fraud,full_success,success,success,success,354.0,528.0,678.0,901.0
505,fraud,full_success,success,success,success,359.0,425.0,637.0,881.0
506,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,395.0,395.0,395.0,395.0
507,fraud,full_success,success,success,success,450.0,562.0,707.0,1147.0
508,fraud,full_success,success,success,success,325.0,656.0,904.0,1243.0
509,fraud,full_success,success,success,success,361.0,591.0,746.0,961.0
510,fraud,full_success,success,success,success,338.0,576.0,791.0,1149.0
511,fraud,full_success,success,success,success,349.0,514.0,720.0,916.0
512,fraud,full_success,success,success,success,458.0,511.0,686.0,945.0
513,fraud,full_success,success,success,success,323.0,515.0,674.0,898.0
514,fraud,full_success,success,success,success,317.0,485.0,735.0,1068.0
515,fraud,full_success,success,success,success,326.0,354.0,515.0,822.0
516,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,425.0,425.0,425.0,425.0
517,fraud,full_success,success,success,success,375.0,576.0,800.0,1027.0
518,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,377.0,377.0,377.0,377.0
519,fraud,full_success,success,success,success,395.0,491.0,708.0,988.0
520,fraud,full_success,success,success,success,334.0,423.0,631.0,847.0
521,fraud,full_success,success,success,success,425.0,537.0,731.0,1057.0
522,fraud,full_success,success,success,success,366.0,626.0,884.0,1237.0
523,fraud,full_success,success,success,success,340.0,460.0,636.0,790.0
524,fraud,full_success,success,success,success,547.0,574.0,795.0,944.0
525,fraud,full_success,success,success,success,369.0,629.0,803.0,1110.0
526,fraud,full_success,success,success,success,370.0,616.0,832.0,1189.0
527,fraud,full_success,success,success,success,281.0,518.0,715.0,1036.0
528,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,334.0,334.0,334.0,334.0
529,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,391.0,391.0,391.0,391.0
530,fraud,full_success,success,success,success,355.0,587.0,823.0,1042.0
531,fraud,full_success,success,success,success,327.0,520.0,651.0,879.0
532,fraud,full_success,success,success,success,318.0,537.0,644.0,829.0
533,fraud,full_success,success,success,success,339.0,489.0,699.0,874.0
534,fraud,full_success,success,success,success,364.0,639.0,935.0,1315.0
535,fraud,full_success,success,success,success,421.0,498.0,684.0,973.0
536,fraud,full_success,success,success,success,468.0,672.0,898.0,1288.0
537,fraud,partial_or_fallback,failed: 质量检查失败：第 5 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,363.0,363.0,363.0,363.0
538,fraud,full_success,success,success,success,413.0,558.0,735.0,1074.0
539,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,418.0,418.0,418.0,418.0
540,fraud,full_success,success,success,success,309.0,495.0,744.0,1027.0
541,fraud,full_success,success,success,success,331.0,519.0,817.0,996.0
542,fraud,full_success,success,success,success,414.0,610.0,814.0,1127.0
543,fraud,full_success,success,success,success,379.0,776.0,1004.0,1305.0
544,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言过短,skipped_due_to_D1_failure,skipped_due_to_previous_failure,347.0,347.0,347.0,347.0
545,fraud,full_success,success,success,success,410.0,644.0,829.0,1033.0
546,fraud,partial_or_fallback,failed: 质量检查失败：第 3 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,329.0,329.0,329.0,329.0
547,fraud,full_success,success,success,success,378.0,555.0,724.0,1011.0
548,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,317.0,317.0,317.0,317.0
549,fraud,full_success,success,success,success,401.0,517.0,710.0,1022.0
550,fraud,full_success,success,success,success,352.0,451.0,636.0,982.0
551,fraud,full_success,success,success,success,451.0,574.0,752.0,931.0
552,fraud,full_success,success,success,success,439.0,600.0,819.0,1130.0
553,fraud,full_success,success,success,success,348.0,566.0,738.0,992.0
554,fraud,full_success,success,success,success,400.0,496.0,743.0,1108.0
555,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,428.0,428.0,428.0,428.0
556,fraud,full_success,success,success,success,322.0,432.0,546.0,776.0
557,fraud,full_success,success,success,success,343.0,665.0,864.0,1220.0
558,fraud,full_success,success,success,success,405.0,512.0,693.0,1029.0
559,fraud,full_success,success,success,success,330.0,392.0,560.0,881.0
560,fraud,full_success,success,success,success,354.0,484.0,626.0,857.0
561,fraud,full_success,success,success,success,359.0,546.0,769.0,1115.0
562,fraud,full_success,success,success,success,296.0,363.0,527.0,863.0
563,fraud,partial_or_fallback,failed: 质量检查失败：第 5 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,437.0,437.0,437.0,437.0
564,fraud,full_success,success,success,success,414.0,482.0,701.0,877.0
565,fraud,full_success,success,success,success,373.0,500.0,633.0,1066.0
566,fraud,full_success,success,success,success,323.0,552.0,781.0,922.0
567,fraud,full_success,success,success,success,389.0,524.0,709.0,1108.0
568,fraud,full_success,success,success,success,328.0,591.0,841.0,926.0
569,fraud,full_success,success,success,success,368.0,584.0,821.0,1161.0
570,fraud,full_success,success,success,success,489.0,712.0,949.0,1112.0
571,fraud,full_success,success,success,success,431.0,586.0,800.0,1202.0
572,fraud,full_success,success,success,success,375.0,606.0,837.0,1239.0
573,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,356.0,356.0,356.0,356.0
574,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 13，返回 14,skipped_due_to_D1_failure,skipped_due_to_previous_failure,569.0,569.0,569.0,569.0
575,fraud,full_success,success,success,success,414.0,709.0,901.0,1159.0
576,fraud,full_success,success,success,success,402.0,567.0,807.0,1163.0
577,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,328.0,328.0,328.0,328.0
578,fraud,partial_or_fallback,failed: 质量检查失败：第 6 个 left 发言新增真实可操作字段：urls,skipped_due_to_D1_failure,skipped_due_to_previous_failure,515.0,515.0,515.0,515.0
579,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,382.0,382.0,382.0,382.0
580,fraud,full_success,success,success,success,424.0,807.0,1087.0,1359.0
581,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,351.0,351.0,351.0,351.0
582,fraud,full_success,success,success,success,360.0,482.0,678.0,754.0
583,fraud,full_success,success,success,success,409.0,632.0,834.0,1031.0
584,fraud,full_success,success,success,success,253.0,400.0,711.0,950.0
585,fraud,full_success,success,success,success,443.0,562.0,825.0,965.0
586,fraud,full_success,success,success,success,365.0,524.0,738.0,1037.0
587,fraud,full_success,success,success,success,304.0,462.0,648.0,862.0
588,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 11，返回 9,skipped_due_to_D1_failure,skipped_due_to_previous_failure,396.0,396.0,396.0,396.0
589,fraud,full_success,success,success,success,301.0,351.0,527.0,773.0
590,fraud,full_success,success,success,success,430.0,754.0,968.0,1375.0
591,fraud,full_success,success,success,success,355.0,433.0,607.0,899.0
592,fraud,full_success,success,success,success,339.0,565.0,887.0,1087.0
593,fraud,full_success,success,success,success,324.0,391.0,647.0,884.0
594,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,345.0,345.0,345.0,345.0
595,fraud,full_success,success,success,success,329.0,603.0,743.0,1024.0
596,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 12，返回 11,skipped_due_to_D1_failure,skipped_due_to_previous_failure,376.0,376.0,376.0,376.0
597,fraud,full_success,success,success,success,570.0,874.0,1226.0,1414.0
598,fraud,full_success,success,success,success,298.0,453.0,684.0,950.0
599,fraud,full_success,success,success,success,373.0,474.0,688.0,904.0
600,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,402.0,402.0,402.0,402.0
601,fraud,full_success,success,success,success,360.0,547.0,692.0,1026.0
602,fraud,full_success,success,success,success,410.0,500.0,703.0,1014.0
603,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,547.0,547.0,547.0,547.0
604,fraud,full_success,success,success,success,323.0,429.0,626.0,883.0
605,fraud,full_success,success,success,success,325.0,746.0,895.0,1128.0
606,fraud,full_success,success,success,success,337.0,415.0,570.0,745.0
607,fraud,full_success,success,success,success,305.0,516.0,722.0,1028.0
608,fraud,full_success,success,success,success,439.0,599.0,842.0,1194.0
609,fraud,full_success,success,success,success,343.0,397.0,505.0,672.0
610,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言过短,skipped_due_to_D1_failure,skipped_due_to_previous_failure,350.0,350.0,350.0,350.0
611,fraud,full_success,success,success,success,315.0,354.0,491.0,695.0
612,fraud,full_success,success,success,success,277.0,458.0,652.0,916.0
613,fraud,full_success,success,success,success,427.0,523.0,766.0,1079.0
614,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 12，返回 10,skipped_due_to_D1_failure,skipped_due_to_previous_failure,470.0,470.0,470.0,470.0
615,fraud,full_success,success,success,success,423.0,556.0,758.0,997.0
616,fraud,full_success,success,success,success,396.0,638.0,796.0,1057.0
617,fraud,full_success,success,success,success,435.0,608.0,817.0,990.0
618,fraud,full_success,success,success,success,543.0,681.0,852.0,1039.0
619,fraud,full_success,success,success,success,219.0,326.0,469.0,664.0
620,fraud,full_success,success,success,success,143.0,239.0,381.0,509.0
621,fraud,full_success,success,success,success,226.0,235.0,353.0,499.0
622,fraud,partial_or_fallback,failed: 质量检查失败：第 3 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,708.0,708.0,708.0,708.0
623,fraud,full_success,success,success,success,502.0,636.0,842.0,1199.0
624,fraud,full_success,success,success,success,132.0,148.0,227.0,360.0
625,fraud,full_success,success,success,success,123.0,196.0,214.0,332.0
626,fraud,full_success,success,success,success,193.0,327.0,413.0,554.0
627,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,463.0,463.0,463.0,463.0
628,fraud,full_success,success,success,success,143.0,231.0,320.0,461.0
629,fraud,full_success,success,success,success,912.0,1034.0,1299.0,1522.0
630,fraud,full_success,success,success,success,875.0,947.0,1080.0,1396.0
631,fraud,full_success,success,success,success,416.0,501.0,640.0,786.0
632,fraud,full_success,success,success,success,129.0,216.0,344.0,502.0
633,fraud,full_success,success,success,success,110.0,179.0,245.0,349.0
634,fraud,full_success,success,success,success,145.0,255.0,397.0,538.0
635,fraud,full_success,success,success,success,444.0,613.0,774.0,1083.0
636,fraud,full_success,success,success,success,144.0,190.0,284.0,385.0
637,fraud,full_success,success,success,success,619.0,662.0,635.0,869.0
638,fraud,full_success,success,success,success,292.0,455.0,638.0,958.0
639,fraud,full_success,success,success,success,98.0,174.0,286.0,400.0
640,fraud,full_success,success,success,success,112.0,167.0,257.0,395.0
641,fraud,full_success,success,success,success,106.0,198.0,284.0,443.0
642,fraud,full_success,success,success,success,304.0,365.0,510.0,718.0
643,fraud,full_success,success,success,success,374.0,473.0,606.0,843.0
644,fraud,full_success,success,success,success,344.0,474.0,690.0,891.0
645,fraud,full_success,success,success,success,137.0,176.0,240.0,368.0
646,fraud,full_success,success,success,success,173.0,316.0,416.0,451.0
647,fraud,full_success,success,success,success,261.0,403.0,522.0,745.0
648,fraud,full_success,success,success,success,479.0,716.0,876.0,1199.0
649,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,297.0,297.0,297.0,297.0
650,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,332.0,332.0,332.0,332.0
651,fraud,full_success,success,success,success,132.0,156.0,217.0,305.0
652,fraud,full_success,success,success,success,138.0,197.0,273.0,378.0
653,fraud,full_success,success,success,success,210.0,288.0,399.0,493.0
654,fraud,full_success,success,success,success,219.0,280.0,408.0,606.0
655,fraud,full_success,success,success,success,275.0,370.0,492.0,682.0
656,fraud,partial_or_fallback,failed: 原始对话不符合 left/right 格式,skipped_due_to_D1_failure,skipped_due_to_previous_failure,247.0,247.0,247.0,247.0
657,fraud,full_success,success,success,success,144.0,232.0,325.0,463.0
658,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 6，返回 5,skipped_due_to_D1_failure,skipped_due_to_previous_failure,431.0,431.0,431.0,431.0
659,fraud,full_success,success,success,success,603.0,675.0,969.0,1430.0
660,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 6，返回 5,skipped_due_to_D1_failure,skipped_due_to_previous_failure,628.0,628.0,628.0,628.0
661,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,254.0,254.0,254.0,254.0
662,fraud,full_success,success,success,success,419.0,596.0,745.0,1048.0
663,fraud,full_success,success,success,success,140.0,219.0,291.0,534.0
664,fraud,full_success,success,success,success,131.0,188.0,285.0,492.0
665,fraud,full_success,success,success,success,169.0,277.0,452.0,584.0
666,fraud,full_success,success,success,success,461.0,619.0,778.0,1019.0
667,fraud,full_success,success,success,success,132.0,158.0,239.0,353.0
668,fraud,full_success,success,success,success,114.0,208.0,322.0,451.0
669,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,419.0,419.0,419.0,419.0
